1,1540.34955
2,1540.35374
3,1540.34934
4,1540.35971
5,1540.3495
6,1540.34748
7,1540.35363
8,1540.35773
9,1540.34911
10,1540.35362
11,1540.35679
12,1540.36178
13,1540.36067
14,1540.35555
15,1540.34524
16,1540.33739
17,1540.35064
18,1540.34808
19,1540.35129
20,1540.34931
21,1540.34248
22,1540.3449
23,1540.34933
24,1540.3486
25,1540.34768
26,1540.35132
27,1540.35016
28,1540.34663
29,1540.34652
30,1540.35144
31,1540.34694
32,1540.34261
33,1540.34095
34,1540.34123
35,1540.34513
36,1540.34132
37,1540.3469
38,1540.33963
39,1540.34299
40,1540.34032
41,1540.3424
42,1540.34115
43,1540.34237
44,1540.33812
45,1540.3377
46,1540.33581
47,1540.33807
48,1540.34181
49,1540.33508
50,1540.33683
51,1540.33704
52,1540.33277
53,1540.33764
54,1540.33442
55,1540.3285
56,1540.33254
57,1540.33246
58,1540.34235
59,1540.33784
60,1540.32807
61,1540.32537
62,1540.34078
63,1540.335
64,1540.33156
65,1540.33695
66,1540.32826
67,1540.31999
68,1540.32843
69,1540.32214
70,1540.32339
71,1540.32821
72,1540.33039
73,1540.3244
74,1540.31822
75,1540.31962
76,1540.31749
77,1540.32761
78,1540.32537
79,1540.32483
80,1540.33143
81,1540.32754
82,1540.32366
83,1540.3185
84,1540.32262
85,1540.32771
86,1540.32439
87,1540.32313
88,1540.32636
89,1540.32957
90,1540.32598
91,1540.32193
92,1540.31096
93,1540.32008
94,1540.31532
95,1540.31807
96,1540.31582
97,1540.31907
98,1540.30783
99,1540.31345
100,1540.31771
101,1540.31582
102,1540.31461
103,1540.30983
104,1540.31245
105,1540.32657
106,1540.31652
107,1540.31214
108,1540.31946
109,1540.31351
110,1540.31418
111,1540.31944
112,1540.31051
113,1540.315
114,1540.31931
115,1540.31335
116,1540.31261
117,1540.31268
118,1540.31569
119,1540.30617
120,1540.31082
121,1540.31536
122,1540.29833
123,1540.31383
124,1540.30285
125,1540.30669
126,1540.31222
127,1540.31207
128,1540.31106
129,1540.30816
130,1540.30882
131,1540.30758
132,1540.31065
133,1540.2956
134,1540.31029
135,1540.30387
136,1540.30905
137,1540.29863
138,1540.30028
139,1540.2985
140,1540.3027
141,1540.30648
142,1540.30094
143,1540.29969
144,1540.29431
145,1540.30553
146,1540.30853
147,1540.30881
148,1540.30931
149,1540.29851
150,1540.29943
151,1540.30431
152,1540.30832
153,1540.29955
154,1540.30381
155,1540.29417
156,1540.2978
157,1540.30162
158,1540.30225
159,1540.30394
160,1540.29583
161,1540.29749
162,1540.28519
163,1540.29205
164,1540.29081
165,1540.3048
166,1540.28767
167,1540.29002
168,1540.28762
169,1540.29907
170,1540.2949
171,1540.29449
172,1540.28477
173,1540.29527
174,1540.29548
175,1540.29199
176,1540.29203
177,1540.28781
178,1540.28494
179,1540.29244
180,1540.29156
181,1540.29565
182,1540.29011
183,1540.28926
184,1540.28276
185,1540.29036
186,1540.29083
187,1540.29928
188,1540.28958
189,1540.28666
190,1540.28645
191,1540.28735
192,1540.28777
193,1540.29566
194,1540.28319
195,1540.28187
196,1540.29288
197,1540.28311
198,1540.28307
199,1540.28361
200,1540.27912
201,1540.29187
202,1540.29048
203,1540.28217
204,1540.29045
205,1540.28045
206,1540.28777
207,1540.28082
208,1540.28847
209,1540.28069
210,1540.28267
211,1540.27843
212,1540.28239
213,1540.28
214,1540.28001
215,1540.27398
216,1540.28932
217,1540.28243
218,1540.28167
219,1540.2805
220,1540.28134
221,1540.28286
222,1540.27928
223,1540.28364
224,1540.28175
225,1540.28637
226,1540.28589
227,1540.27408
228,1540.27407
229,1540.2718
230,1540.27668
231,1540.27013
232,1540.27783
233,1540.27911
234,1540.2737
235,1540.27167
236,1540.26823
237,1540.27187
238,1540.27014
239,1540.27845
240,1540.27259
241,1540.27743
242,1540.27475
243,1540.27272
244,1540.2736
245,1540.27486
246,1540.27539
247,1540.27214
248,1540.27035
249,1540.26169
250,1540.26496
251,1540.2634
252,1540.2671
253,1540.26177
254,1540.2652
255,1540.26899
256,1540.26635
257,1540.26988
258,1540.27554
259,1540.26819
260,1540.26115
261,1540.26561
262,1540.26474
263,1540.26173
264,1540.26313
265,1540.26767
266,1540.27316
267,1540.26207
268,1540.26422
269,1540.27173
270,1540.26214
271,1540.26121
272,1540.26196
273,1540.27481
274,1540.26201
275,1540.25661
276,1540.25513
277,1540.25786
278,1540.26435
279,1540.26663
280,1540.26975
281,1540.2519
282,1540.2569
283,1540.26677
284,1540.26287
285,1540.26568
286,1540.26303
287,1540.27896
288,1540.26346
289,1540.25882
290,1540.25557
291,1540.25633
292,1540.2594
293,1540.25748
294,1540.25049
295,1540.2615
296,1540.25696
297,1540.25784
298,1540.25705
299,1540.25952
300,1540.26048
301,1540.26444
302,1540.26065
303,1540.2596
304,1540.25327
305,1540.25468
306,1540.25516
307,1540.24582
308,1540.25391
309,1540.25127
310,1540.2548
311,1540.25665
312,1540.2617
313,1540.26664
314,1540.26346
315,1540.25806
316,1540.25073
317,1540.26161
318,1540.25035
319,1540.25756
320,1540.25088
321,1540.26123
322,1540.25391
323,1540.24419
324,1540.25132
325,1540.25187
326,1540.24807
