1,1541.00969
2,1541.00633
3,1541.008
4,1541.00431
5,1541.0506
6,1541.05124
7,1541.00642
8,1541.00953
9,1541.01173
10,1541.01064
11,1541.05211
12,1541.04364
13,1541.04936
14,1541.0046
15,1541.05142
16,1541.04794
17,1541.04872
18,1541.00143
19,1541.00541
20,1541.04876
21,1541.04647
22,1541.04876
23,1541.0566
24,1540.99525
25,1541.04685
26,1541.00569
27,1541.00329
28,1540.99836
29,1541.05446
30,1540.99449
31,1540.99906
32,1541.04475
33,1541.04465
34,1540.99749
35,1541.04231
36,1541.04425
37,1540.99301
38,1541.04066
39,1541.04121
40,1541.03712
41,1541.03606
42,1541.03772
43,1540.99104
44,1541.04371
45,1541.03858
46,1540.99708
47,1540.9963
48,1540.99591
49,1541.03487
50,1541.04262
51,1540.99278
52,1541.00056
53,1540.99613
54,1540.99617
55,1541.0407
56,1540.99567
57,1540.9959
58,1541.04076
59,1540.99246
60,1541.03788
61,1540.99028
62,1540.99561
63,1541.03918
64,1541.04042
65,1541.03049
66,1540.982
67,1540.98751
68,1540.98778
69,1541.03676
70,1540.99164
71,1540.99099
72,1540.99161
73,1541.03869
74,1541.03352
75,1541.02809
76,1540.98035
77,1541.02592
78,1540.98205
79,1541.03291
80,1541.03141
81,1541.02825
82,1541.03362
83,1541.02386
84,1540.98732
85,1541.02822
86,1540.98322
87,1541.03385
88,1541.03414
89,1541.03296
90,1541.02857
91,1541.03516
92,1541.03095
93,1540.98346
94,1540.98298
95,1541.03082
96,1541.03302
97,1541.03194
98,1541.0308
99,1541.02656
100,1541.02559
101,1541.02804
102,1541.02793
103,1541.02702
104,1541.02803
105,1541.03146
106,1541.03282
107,1540.97462
108,1541.02424
109,1540.98116
110,1541.01981
111,1541.02244
112,1541.02293
113,1541.02527
114,1541.01418
115,1540.96898
116,1541.01775
117,1541.01515
118,1541.01724
119,1541.01684
120,1541.01548
121,1541.01447
122,1541.01443
123,1540.96824
124,1541.01663
125,1541.01582
126,1541.01145
127,1541.0203
